system:index,total_evaporation_sum
20050901,-0.004519467672645037
20050902,-0.004101551185876425
20050903,-0.003906670386591126
20050904,-0.0038967800458153826
20050905,-0.004615159100431168
20050906,-0.004242109964932647
20050907,-0.0026991780307222685
20050908,-0.002767918519674214
20050909,-0.003243068268815776
20050910,-0.0022584679134326725
20050911,-0.004596699089577325
20050912,-0.004620249973693664
20050913,-0.002301504871760756
20050914,-0.0028249856443710187
20050915,-0.0046755928376960515
20050916,-0.005048746856166568
20050917,-0.0048492178665300355
20050918,-0.0033491974711250456
20050919,-0.0027143239361221683
20050920,-0.005035882369519925
20050921,-0.004452775744357945
20050922,-0.004868536250537391
20050923,-0.004733003549797404
20050924,-0.004914792907235014
20050925,-0.005289250409837855
20050926,-0.004780626941965123
20050927,-0.003349804646080744
20050928,-0.004085750831194665
20050929,-0.004473397978744234
20050930,-0.003466470120212986
20051001,-0.004208581969168661
20051002,-0.003272916810641456
20051003,-0.0042262807770166635
20051004,-0.0030762188292719175
20051005,-0.0032721489762408762
20051006,-0.003939630964149544
20051007,-0.00394969995745293
20051008,-0.0035171909819927192
20051009,-0.004365878668136914
20051010,-0.0043546368801122455
20051011,-0.004776077552868631
20051012,-0.004428001289262836
20051013,-0.0048360552898600315
20051014,-0.004425497554256465
20051015,-0.004262308990362108
20051016,-0.003970282317603563
20051017,-0.003971772052620961
20051018,-0.004134673840743495
20051019,-0.002183263394063423
20051020,-0.0036608860874901084
20051021,-0.004041685931891002
20051022,-0.0037049768944558263
20051023,-0.004440728259815636
20051024,-0.004133053767566954
20051025,-0.004242504368815666
20051026,-0.002790391980313842
20051027,-0.0037597678081203937
20051028,-0.0038918976387352644
20051029,-0.0035067783749959495
20051030,-0.004176950512300122
20051031,-0.0030411976978417282
20051101,-0.003790050236809688
20051102,-0.004119120682043899
20051103,-0.002412597795616204
20051104,-0.0033674262453481816
20051105,-0.0038071642467095365
20051106,-0.0037772130861939554
20051107,-0.004085143520917129
20051108,-0.004173221795349718
20051109,-0.003718923055138224
20051110,-0.0038914192719247454
20051111,-0.003910472995625246
20051112,-0.003128475821499855
20051113,-0.003426758090787043
20051114,-0.0020475366625725532
20051115,-0.002126381274655923
20051116,-0.003210008559111508
20051117,-0.003910146664458389
20051118,-0.004251541484575903
20051119,-0.0035880548589218323
20051120,-0.004067386979238731
20051121,-0.003750647725321275
20051122,-0.0033417104860935065
20051123,-0.003631966389781774
20051124,-0.003797667890790473
20051125,-0.003650267518658825
20051126,-0.0037935200801532446
20051127,-0.0023037915608914742
20051128,-0.0036870893769582265
20051129,-0.00405232796941946
20051130,-0.004312191432538897
20051201,-0.0035460349185622527
20051202,-0.0028398452712186622
20051203,-0.0023310429498918394
20051204,-0.0037685041729349465
20051205,-0.0032604790557978322
20051206,-0.0032061181819811116
20051207,-0.002857255837477511
20051208,-0.0022585334501982485
20051209,-0.003133606474009071
20051210,-0.0020820037117681993
20051211,-0.002052350974003637
20051212,-0.003932127886058874
20051213,-0.0030135178426654156
20051214,-0.003556046583904151
20051215,-0.0036327323787367378
20051216,-8.269325532242923E-4
20051217,-0.0030735002465153314
20051218,-0.0030694487727008796
20051219,-0.0035930904675875457
20051220,-0.003894417442742333
20051221,-0.003166537677746019
20051222,-0.0026202677458026314
20051223,-0.0011229176587667902
20051224,-6.842561554741048E-4
20051225,-9.350390494858741E-4
20051226,-0.0034391559581737267
20051227,-0.0030937877840543524
20051228,-0.00244558228736119
20051229,-0.0023916760104721255
20051230,-0.0035457979868589156
20051231,-0.0022413259295671843
20060101,-0.004059382680802396
20060102,-0.003097122165801001
20060103,-0.003845955131514383
20060104,-0.004031294178757461
20060105,-0.002674993919686159
20060106,-0.003271547523070212
20060107,-0.002889570394129433
20060108,-0.0022785263534223082
20060109,-0.0033654167273749203
20060110,-0.0024279078118514086
20060111,-0.00353718690126007
20060112,-0.003707810424885426
20060113,-0.004189885399473527
20060114,-0.003522883060052721
20060115,-0.003485850263038137
20060116,-0.0029749151532893156
20060117,-0.0036267141040007625
20060118,-0.0037066655089598574
20060119,-0.0035828752398547646
20060120,-0.003263085922546205
20060121,-0.0021480131091206394
20060122,-0.003447811664150756
20060123,-0.0030980876094793583
20060124,-0.003695399174110691
20060125,-0.003672847640185557
20060126,-0.0033733656233730443
20060127,-0.004294962832506385
20060128,-0.0028763159787438286
20060129,-0.0028974691417566886
20060130,-0.004010709923560319
20060131,-0.004129114359414869
20060201,-0.004187238244092508
20060202,-0.004493926503513677
20060203,-0.0038399901297329958
20060204,-0.003666494648258511
20060205,-0.0036769637188305833
20060206,-0.0042396332555516645
20060207,-0.002370040770973846
20060208,-0.002957429195323547
20060209,-0.0019208286512741798
20060210,-0.0035272523145999605
20060211,-0.0027193022612347914
20060212,-0.003013004267716899
20060213,-0.003911283101790224
20060214,-0.004214296589520443
20060215,-0.004845738019259183
20060216,-0.0029150740526910587
20060217,-0.004139188698915928
20060218,-0.0031613749058277477
20060219,-0.0031958077683791088
20060220,-0.0034904147215414874
20060221,-0.004502317137205201
20060222,-0.004747993645500233
20060223,-0.004185653347880048
20060224,-0.004224068202821371
20060225,-0.004470527673273275
20060226,-0.004192899258456927
20060227,-0.00498078630896164
20060228,-0.004751378308958493
20060301,-0.0041676969207640625
20060302,-0.0037386178910661736
20060303,-0.003789388146676421
20060304,-0.004913916405065483
20060305,-0.0036104461651209887
20060306,-0.004133758633397844
20060307,-0.00453553765434797
20060308,-0.001672209205740782
20060309,-0.003252511675425858
20060310,-0.004248712299718864
20060311,-0.004275866483571765
20060312,-0.004532459627072674
20060313,-0.0042386336539788
20060314,-0.0049144969237867545
20060315,-0.003269787675038983
20060316,-0.003421827465105068
20060317,-0.0048070276719485855
20060318,-0.004692918396305012
20060319,-0.004834540692979962
20060320,-0.0043929198542648805
20060321,-0.004895656523811758
20060322,-0.004225817184024465
20060323,-0.004906890302729563
20060324,-0.004420501690283289
20060325,-0.0027123366156122765
20060326,-0.003871274645988644
20060327,-0.0038334121015864927
20060328,-0.005219910309712762
20060329,-0.0047921223657207005
20060330,-0.0035599276072411294
20060331,-0.005552553056188696
20060401,-0.00479129294186249
20060402,-0.004481431445621425
20060403,-0.0039200965499877494
20060404,-0.004435260432698357
20060405,-0.003355483706850051
20060406,-0.0027977170265581
20060407,-0.004820414515475769
20060408,-0.0051033034884567655
20060409,-0.00504749610286384
20060410,-0.004980604869545542
20060411,-0.004411971516208724
20060412,-0.004960690563633437
20060413,-0.005843794247625519
20060414,-0.004920260352673508
20060415,-0.004141150486315409
20060416,-0.004865298641630875
20060417,-0.005080787698252197
20060418,-0.005355901321890926
20060419,-0.0047419605788564766
20060420,-0.0054814644314471845
20060421,-0.003474365582809564
20060422,-0.004812671088007126
20060423,-0.005031744001269663
20060424,-0.004671648200952387
20060425,-0.0046110972817414355
20060426,-0.003953252340774174
20060427,-0.0039540283325132965
20060428,-0.004943664906602834
20060429,-0.004986100371223416
20060430,-0.0046584880055996845
20060501,-0.004315144551005382
20060502,-0.004403928892088516
20060503,-0.004786750481150404
20060504,-0.005128478701026859
20060505,-0.004819247168748701
20060506,-0.005157204616743175
20060507,-0.0051243675914595995
20060508,-0.004649541557634678
20060509,-0.004492798200924063
20060510,-0.004151023422734333
20060511,-0.0020503344344262923
20060512,-0.004639609551050389
20060513,-0.0034177781140947725
20060514,-0.004155493412983947
20060515,-0.004252225582797648
20060516,-0.004387736488353696
20060517,-0.003292637191448385
20060518,-0.004303123903363453
20060519,-0.004690240897765316
20060520,-0.004227648497402785
20060521,-0.003933441975544108
20060522,-0.0041622372158112405
20060523,-0.0036857118607270746
20060524,-0.0036379534046988506
20060525,-0.0031021734649637708
20060526,-0.003017253412176793
20060527,-0.003578551815308873
20060528,-0.004350881288328372
20060529,-0.00381967035853255
20060530,-0.003769260232890651
20060531,-0.003979499402615169
20060601,-0.003380588830714611
20060602,-0.0041464178141045254
20060603,-0.003869027375861246
20060604,-0.003429530489353423
20060605,-0.0048128368251944996
20060606,-0.00406099567682133
20060607,-0.0036136993724967055
20060608,-0.0044596695567842605
20060609,-0.004235747662591704
20060610,-0.004965500653135528
20060611,-0.003450773895657041
20060612,-0.003645032840120074
20060613,-0.003697774899013333
20060614,-0.00432495903135771
20060615,-0.002382081345182939
20060616,-0.003773111699239609
20060617,-0.003322680813943805
20060618,-0.0040100973602249365
20060619,-0.004518964649093285
20060620,-0.00426449242108665
20060621,-0.0038129309527326037
20060622,-0.0042571404001255
20060623,-0.004386386372349263
20060624,-0.0038735509685042177
20060625,-0.0035007044467447574
20060626,-0.003418334450493316
20060627,-9.763952417961402E-4
20060628,-0.002530919758755299
20060629,-0.0023180518103380204
20060630,-0.003024163765654693
20060701,-0.004310210444815376
20060702,-0.004450091344216286
20060703,-0.004603562600269081
20060704,-0.005055844927839983
20060705,-0.004374853064625947
20060706,-0.004614483020035885
20060707,-0.004645611082750702
20060708,-0.004710722622596167
20060709,-0.004216121994809982
20060710,-0.00328415417778938
20060711,-0.004128278653538533
20060712,-0.004253537522518948
20060713,-0.004317195013560197
20060714,-0.00434471006757611
20060715,-0.004651344032047707
20060716,-0.002315697460068697
20060717,-0.003315212531031047
20060718,-0.004665483684175697
20060719,-0.004490569567451859
20060720,-0.004350312378350015
20060721,-0.0035478153593823405
20060722,-0.003180575378844785
20060723,-0.00394046448719917
20060724,-0.004897273610506557
20060725,-0.004489969090720254
20060726,-0.00402782504305066
20060727,-0.004665667908380457
20060728,-0.0037944675102762576
20060729,-0.0036729694920222254
20060730,-0.0031443638802333405
20060731,-0.004688328739115314
20060801,-0.004474138944171468
20060802,-0.004943781113883297
20060803,-0.004707370717005829
20060804,-0.004169237423818496
20060805,-0.004137777051869064
20060806,-0.0034637638815160814
20060807,-0.0036354334662202707
20060808,-0.003666844285160126
20060809,-0.0023301813760267936
20060810,-0.004194302379066275
20060811,-0.0032148255331816804
20060812,-0.004469615161442527
20060813,-0.005275203781510203
20060814,-0.004672292860736494
20060815,-0.004600203333951953
20060816,-0.005122706253632328
20060817,-0.004489403518937154
20060818,-0.004622206011655764
20060819,-0.005016308977068995
20060820,-0.004934419558235901
20060821,-0.005116804766122962
20060822,-0.005076740581098493
20060823,-0.004704344684016359
20060824,-0.004605560922754215
20060825,-0.0039040642763603886
20060826,-0.004078428276080936
20060827,-0.0038407100574386057
20060828,-0.0037043072412784595
20060829,-0.0033974587956910186
20060830,-0.0038455468569211643
20060831,-0.004325739566276931
20060901,-0.004675929660109217
20060902,-0.004514501381804734
20060903,-0.0034395961318416835
20060904,-0.0038235680889374215
20060905,-0.004182133891798801
20060906,-0.004175364552404285
20060907,-0.004888146948876017
20060908,-0.0041165410167928575
20060909,-0.003869546807562376
20060910,-0.004323710506455556
20060911,-0.004696503024990755
20060912,-0.004585523473365162
20060913,-0.004160835084754215
20060914,-0.003658166060483423
20060915,-0.003661411162203657
20060916,-0.0044103100627967
20060917,-0.004030437426008438
20060918,-0.0042078283120835945
20060919,-0.003798936580439974
20060920,-0.0038616666588197914
20060921,-0.004384703617668907
20060922,-0.0037063271801916257
20060923,-0.002686520204339771
20060924,-0.00361525841198743
20060925,-0.0028865420318365427
20060926,-0.0013541903882909221
20060927,-0.00204528082016747
20060928,-0.004376100723722275
20060929,-0.003988005626209476
20060930,-0.00437165712175181
20061001,-0.004617910560718796
20061002,-0.0036202099261048713
20061003,-0.0038892661265267333
20061004,-0.004029535231135575
20061005,-0.0037165642483548145
20061006,-0.003975370878033707
20061007,-0.0032277997370921355
20061008,-0.00181262679218787
20061009,-0.0039255836806922975
20061010,-0.003852092610589269
20061011,-0.003875331054298849
20061012,-0.004102520928969916
20061013,-0.0041896947049830475
20061014,-0.0041270247689480484
20061015,-0.003746242982592366
20061016,-0.003173740865282743
20061017,-0.0039866915120235725
20061018,-0.004359082700420415
20061019,-0.0037567288311475943
20061020,-0.0035065622430110878
20061021,-0.003453924489773346
20061022,-0.0036866916034631074
20061023,-0.0037119937821903947
20061024,-0.004161827240656005
20061025,-0.004406314934710944
20061026,-0.0039441863954635245
20061027,-0.003758560295702201
20061028,-0.0034931456055600275
20061029,-0.004450962992325545
20061030,-0.004353379146502026
20061031,-0.004073847235587823
20061101,-0.0036240305836641655
20061102,-0.003999744720094249
20061103,-0.003778546905135783
20061104,-0.0036383320916726428
20061105,-0.004410632212944357
20061106,-0.003730163555839071
20061107,-0.004362430022813255
20061108,-0.004350127304788814
20061109,-0.0042860482424861845
20061110,-0.004143559329750804
20061111,-0.0036804063473741106
20061112,-0.004354407050116658
20061113,-0.003628271952759101
20061114,-0.0031268883899965368
20061115,-0.0028259205198101784
20061116,-0.003336145936324619
20061117,-0.004494809538481908
20061118,-0.004337037133575304
20061119,-0.004203431951932581
20061120,-0.004480264016988308
20061121,-0.0042728668427580606
20061122,-0.0043039325605722075
20061123,-0.004331125464179014
20061124,-0.004670032392938306
20061125,-0.004269025996476566
20061126,-0.004019772713387587
20061127,-0.003910298362648339
20061128,-0.0038478107753526225
20061129,-0.003220492462894597
20061130,-0.0037388293201376355
20061201,-0.0041009457894023585
20061202,-0.004227133372291455
20061203,-0.004056450634331441
20061204,-0.003952188806864312
20061205,-0.00391691449799946
20061206,-0.0023975462956180005
20061207,-0.004176126293279576
20061208,-0.0034876394723083555
20061209,-0.002432009144127429
20061210,-0.003760938281420499
20061211,-0.004023079817359107
20061212,-0.003946840917694138
20061213,-0.004072756138610249
20061214,-0.0036147092251768175
20061215,-0.003351382535692672
20061216,-0.0034919359030930117
20061217,-0.0037124856536355838
20061218,-0.0034056727525991586
20061219,-0.0045856206004091
20061220,-0.004521777431068882
20061221,-0.0036415045800915914
20061222,-0.004456511188006516
20061223,-0.004326112670714424
20061224,-0.0037411711219889334
20061225,-0.0035626375728440873
20061226,-0.003585251308638239
20061227,-0.0035852656462984768
20061228,-0.0031720301945750043
20061229,-0.0036666686283199413
20061230,-0.0035152459580698276
20061231,-0.0028774569076542166
20070101,-0.0019907382567135256
20070102,-0.003289012567814908
20070103,-0.00227904400542803
20070104,-0.0016298130357183254
20070105,-0.0022722575668265035
20070106,-0.0031396055156701465
20070107,-0.0031862852052042755
20070108,-0.0019030558519187446
20070109,-0.001945229036715
20070110,-0.0018847619512676378
20070111,-0.0015482634918125371
20070112,-0.0021311930614893553
20070113,-0.0017880746244171334
20070114,-0.0028425787676266538
20070115,-0.00453149331190839
20070116,-0.003857166001666597
20070117,-0.004042570195167305
20070118,-0.0030649635766666445
20070119,-0.004114249586425651
20070120,-0.002175389362431777
20070121,-0.004529142905940075
20070122,-0.003808175051675585
20070123,-0.004481715258813899
20070124,-0.003802354389770206
20070125,-0.003443621889762919
20070126,-0.0040398394865315875
20070127,-0.00370758344258447
20070128,-0.0037994426109689734
20070129,-0.0035630535089921996
20070130,-0.0015072423320118594
20070131,-0.0013211765394652978
20070201,-0.0026525512132876076
20070202,-0.0017030064693414639
20070203,-0.0010416554021289409
20070204,-0.0011304226790785899
20070205,-0.0019209066730453766
20070206,-0.004564854262712346
20070207,-0.003918930610768828
20070208,-0.004016790500744618
20070209,-0.003861583426002915
20070210,-0.0039716530717616065
20070211,-0.004426597922631746
20070212,-0.004040654156365769
20070213,-0.004108825949592684
20070214,-0.003959213811172576
20070215,-0.003922164592355067
20070216,-0.003111065495140824
20070217,-0.0038143777638565694
20070218,-0.0047763476778888096
20070219,-0.004153881389085657
20070220,-0.004808251045976877
20070221,-0.00411456623559261
20070222,-0.004304706146562265
20070223,-0.004168010698534698
20070224,-0.0025056423126846917
20070225,-0.0037485215645401203
20070226,-0.00415186955417091
20070227,-0.004711609267993293
20070228,-0.003984198870637072
20070301,-0.004389715354381271
20070302,-0.004240712259863152
20070303,-0.005175222369110046
20070304,-0.004351847165343025
20070305,-0.004976093730212074
20070306,-0.005066217308579625
20070307,-0.005139035204023498
20070308,-0.004726307810144264
20070309,-0.005375745265174861
20070310,-0.0043906038272527375
20070311,-0.004843077058940484
20070312,-0.00433309027968617
20070313,-0.004503129437202964
20070314,-0.0030240762763553736
20070315,-0.0035428028311638715
20070316,-0.004018575960311803
20070317,-0.0036009838111540596
20070318,-0.0046463385331853915
20070319,-0.0045117743677378615
20070320,-0.00429610162141408
20070321,-0.0034072876390637335
20070322,-0.002619942001408719
20070323,-0.00484771979220865
20070324,-0.004019147502539393
20070325,-0.004390060204003152
20070326,-0.005292776530597473
20070327,-0.00518102879538081
20070328,-0.004579274262375793
20070329,-0.0045908491867230694
20070330,-0.004719426508344246
20070331,-0.005010603880075828
20070401,-0.004923992026073385
20070402,-0.005182495580257592
20070403,-0.005185534803954542
20070404,-0.004874140587116251
20070405,-0.00497255964746624
20070406,-0.0048113868817208005
20070407,-0.004028009458506797
20070408,-0.00499891242510678
20070409,-0.005026543379310222
20070410,-0.004707139569835648
20070411,-0.0049803671952368305
20070412,-0.0050170358955798616
20070413,-0.0044784260925434865
20070414,-0.003233309787159132
20070415,-0.003745909943106704
20070416,-0.004460956520567181
20070417,-0.004968858996984037
20070418,-0.004032733317603945
20070419,-0.00421303053031349
20070420,-0.00498626114113361
20070421,-0.004636029058100335
20070422,-0.004931330923759834
20070423,-0.005064176841850021
20070424,-0.005095659090661767
20070425,-0.004359769692050482
20070426,-0.004292152266139143
20070427,-0.0029296208903408427
20070428,-0.004196783046938832
20070429,-0.005015035891812101
20070430,-0.0047042634839708965
20070501,-0.004136400004328724
20070502,-0.003367643213717683
20070503,-0.004672230429399695
20070504,-0.004882683640604078
20070505,-0.0039542737347868845
20070506,-0.0043317899842772525
20070507,-0.004380703245025832
20070508,-0.004291574790357581
20070509,-0.00428596699947508
20070510,-0.004407427383260528
20070511,-0.004728447327020979
20070512,-0.004623137600225262
20070513,-0.0049726710529873625
20070514,-0.0045922659141168325
20070515,-0.004520260847334245
20070516,-0.0038426543630101892
20070517,-0.0040358024312785205
20070518,-0.004652272422510536
20070519,-0.004171853284388308
20070520,-0.004212945136735671
20070521,-0.004082794946314556
20070522,-0.0046588924641773055
20070523,-0.004959914322959549
20070524,-0.004372404956933283
20070525,-0.0037406467004023804
20070526,-0.004129866276235337
20070527,-0.003882294611894642
20070528,-0.0035912788180809075
20070529,-0.004867409369612191
20070530,-0.0038823985982824227
20070531,-0.004008334133071196
20070601,-0.004292721443240175
20070602,-0.004406883137739773
20070603,-0.004634811407901553
20070604,-0.004335560067777808
20070605,-0.0039872007552195585
20070606,-0.004358586497404255
20070607,-0.00410906901767872
20070608,-0.004164967169914096
20070609,-0.004485478574516441
20070610,-0.0043008606466091925
20070611,-0.003918908092610449
20070612,-0.00410543868236499
20070613,-0.0034660591589770703
20070614,-0.003765949908156482
20070615,-0.0036766316843528735
20070616,-0.0036885262952529546
20070617,-0.004123981716782719
20070618,-0.003710243372091362
20070619,-0.0038693944762468076
20070620,-0.003079376311843832
20070621,-0.00344245900487443
20070622,-0.003624324302810665
20070623,-0.004131117234720325
20070624,-0.004310654299638288
20070625,-0.003649187273554973
20070626,-0.0022255968896865972
20070627,-0.0032508031199664903
20070628,-0.004014201394797512
20070629,-0.0037159778604428503
20070630,-0.0027498035387043198
20070701,-0.0028144783763798596
20070702,-0.00490184312999104
20070703,-0.004815918956651133
20070704,-0.004613194449135554
20070705,-0.0032494764482280157
20070706,-0.002082387743775246
20070707,-0.004697473882431193
20070708,-0.004249886049200346
20070709,-0.004494694311753068
20070710,-0.004127524408947748
20070711,-0.002179499561946233
20070712,-0.004335755029531484
20070713,-0.004684276457813466
20070714,-0.0047815020958601835
20070715,-0.0039454738384212705
20070716,-0.003583915678152582
20070717,-0.0037982160697193623
20070718,-0.004728459014414089
20070719,-0.003994857865239074
20070720,-0.004766888780597881
20070721,-0.004876044799773998
20070722,-0.004891945998539239
20070723,-0.004462084089221166
20070724,-0.004471321703302305
20070725,-0.004745332793474621
20070726,-0.004138544300254398
20070727,-0.0037976322373896305
20070728,-0.0036451863889107143
20070729,-0.0035771118443021633
20070730,-0.003872789028918034
20070731,-0.0038349696197138143
20070801,-0.0030983504249851106
20070802,-0.002019574985472971
20070803,-0.0036150423461875068
20070804,-0.0026372903044330808
20070805,-0.003705617155453404
20070806,-0.003101952162097087
20070807,-0.004246735498123248
20070808,-0.004025026829124632
20070809,-0.004863489489342113
20070810,-0.004702808448344723
20070811,-0.004682239864616792
20070812,-0.004840831224070077
20070813,-0.004280207967203862
20070814,-0.004541070375343738
20070815,-0.004997302820997176
20070816,-0.004244620885297106
20070817,-0.004077054112578122
20070818,-0.0046709255020175346
20070819,-0.0043551209653748205
20070820,-0.0042330705070279286
20070821,-0.004729009061699646
20070822,-0.0035978393594578366
20070823,-0.003970936943225665
20070824,-0.0037902074893868013
20070825,-0.003259273120833468
20070826,-0.002462419617161685
20070827,-0.0042929691670415705
20070828,-0.00488398367100274
20070829,-0.0042393927455941375
20070830,-0.004017022112318185
20070831,-0.004108736836742048
20070901,-0.0043660004224227115
20070902,-0.004463999068343207
20070903,-0.0048212527416325295
20070904,-0.0047355708673074886
20070905,-0.004618403131153606
20070906,-0.004303594182600099
20070907,-0.003958453050292038
20070908,-0.0040826344021690645
20070909,-0.0036548731167969604
20070910,-0.0030816921313488546
20070911,-0.002751147887932424
20070912,-0.002827775932131498
20070913,-0.0032557403210043616
20070914,-0.003823624353818534
20070915,-0.004103268810845879
20070916,-0.003661621682332816
20070917,-0.004132151787542352
20070918,-0.0037476261118883983
20070919,-0.003754677230095339
20070920,-0.003182425234396579
20070921,-0.004673810431808242
20070922,-0.004268683956573373
20070923,-0.004276398452022968
20070924,-0.0045697794797924995
20070925,-0.0036342575671032672
20070926,-0.0034455343904153534
20070927,-0.0013372252019368464
20070928,-0.002015147357414329
20070929,-0.00443646525720292
20070930,-0.004577098582237022
20071001,-0.004696928014435146
20071002,-0.004514706024023487
20071003,-0.0042055202962417845
20071004,-0.004347601263750962
20071005,-0.004781553967411114
20071006,-0.004792375988248993
20071007,-0.004650656079885973
20071008,-0.0048247922441495205
20071009,-0.003517960512300044
20071010,-0.004163013374856062
20071011,-0.004011812401323499
20071012,-0.003851814561652378
20071013,-0.0038890222367921365
20071014,-0.0030748555831833697
20071015,-0.002893073057541851
20071016,-0.003320475461481356
20071017,-0.0033198263784974683
20071018,-0.003301144885125173
20071019,-0.0038231421383845806
20071020,-0.0041894723003575406
20071021,-0.004158177029755802
20071022,-0.00431564249008856
20071023,-0.0029414357746952967
20071024,-0.002347000671925699
20071025,-0.0037356252687553676
20071026,-0.004102582857968427
20071027,-0.0035968665491083926
20071028,-0.0027003032052841194
20071029,-0.0037759134610361755
20071030,-0.003961652473319205
20071031,-0.0024643184918961896
20071101,-0.003683567377190638
20071102,-0.003793341388246592
20071103,-0.004036483371911988
20071104,-0.0034089238372643463
20071105,-0.00354956389125705
20071106,-0.0040399593173400285
20071107,-0.003860445567305028
20071108,-0.003812482765075636
20071109,-0.003960401173929517
20071110,-0.0038972593797811273
20071111,-0.004257600428011791
20071112,-0.00291191792867091
20071113,-0.002150016443582448
20071114,-0.0012827022390127698
20071115,-0.0037901140810624213
20071116,-0.003247405206710366
20071117,-0.0014815280917405264
20071118,-0.0012384960302042013
20071119,-0.0017396670078709212
20071120,-0.0034891461734571235
20071121,-0.002713820613009279
20071122,-0.00286031924928315
20071123,-0.0022367885915788614
20071124,-0.004004133161397654
20071125,-0.004749618394895344
20071126,-0.003884356438987715
20071127,-0.003606335403278464
20071128,-0.0040005313947668025
20071129,-0.003880124948520621
20071130,-0.004490545608907049
20071201,-0.0041365939149943165
20071202,-0.003174869702302568
20071203,-0.004048665867092579
20071204,-0.003623589319764489
20071205,-0.003480231307760553
20071206,-0.003659568762127475
20071207,-0.0036638468084784714
20071208,-0.0029232906318543608
20071209,-0.0037264496614534365
20071210,-0.0035259016043860405
20071211,-0.0035215991817680405
20071212,-0.002918685002060243
20071213,-0.0025168541348681134
20071214,-0.0031479892195761753
20071215,-0.003840357331421233
20071216,-0.003848110197056199
20071217,-0.003403749898559333
20071218,-0.0036523067653664175
20071219,-0.0036318671402778718
20071220,-0.0022045944665773335
20071221,-0.003190727027763097
20071222,-0.002983562226541776
20071223,-0.0025248567561875295
20071224,-0.002707941572099221
20071225,-0.002755013554871701
20071226,-0.0035021735802113064
20071227,-0.003618791014433895
20071228,-0.0032373687215444392
20071229,-0.0036836410131824418
20071230,-0.0035087231790357078
20071231,-0.003610137830824136
20080101,-0.003985191184342981
20080102,-0.003699806879019513
20080103,-0.0026003014395015954
20080104,-0.0031633940643122486
20080105,-0.0032618116743472164
20080106,-0.003558894742081963
20080107,-0.003486308453245136
20080108,-0.002747628328538614
20080109,-0.0032665452335358886
20080110,-0.0033682235966091584
20080111,-0.0025060022546334426
20080112,-0.00371047276162087
20080113,-0.002736930692625415
20080114,-0.0032507031424354772
20080115,-0.004191743462680987
20080116,-0.002680087328971415
20080117,-0.002211939669475391
20080118,-0.002643168486709632
20080119,-0.0029562026301643667
20080120,-0.0032480089829573385
20080121,-0.0026243684079217374
20080122,-0.002838218820234755
20080123,-0.004787655285317302
20080124,-0.00487907291092605
20080125,-0.004392771894418008
20080126,-0.004713730211577619
20080127,-0.004279956730321007
20080128,-0.00414114511279429
20080129,-0.003054161846558166
20080130,-0.004320677757660335
20080131,-0.004101187251027662
20080201,-0.004798878773963505
20080202,-0.004028047273271254
20080203,-0.003556647888159968
20080204,-0.004996802118973979
20080205,-0.004566683603640164
20080206,-0.004190860694172315
20080207,-0.004208918556459628
20080208,-0.0038887925859296918
20080209,-0.003300116755984518
20080210,-0.0035787984611848436
20080211,-0.0024979328734671103
20080212,-0.0010202016719640485
20080213,-0.0018626248507585656
20080214,-0.0013406146970457553
20080215,-0.003616897578567617
20080216,-0.002025921287756661
20080217,-0.003919261194311909
20080218,-0.003281986694855866
20080219,-0.00247190843603275
20080220,-0.0036970312478901528
20080221,-0.004222158250265934
20080222,-0.004810610981847563
20080223,-0.003327293974370697
20080224,-0.002310142298114729
20080225,-0.003455375304654773
20080226,-0.0015422798775059936
20080227,-0.0033099205040869385
20080228,-0.0039686639965693235
20080229,-0.0047561487733488094
20080301,-0.004957101561093381
20080302,-0.003498000512084128
20080303,-0.003629695520821877
20080304,-0.004441473640787642
20080305,-0.0042768869227864156
20080306,-0.003663078450513071
20080307,-0.002171734830522077
20080308,-0.0038863609473682456
20080309,-0.004301554662684331
20080310,-0.0048375981654658305
20080311,-0.004783575814950222
20080312,-0.004332179239108755
20080313,-0.003657959564287005
20080314,-0.0037984479631697735
20080315,-0.004112716948947108
20080316,-0.003916632063493445
20080317,-0.0035614668134083295
20080318,-0.004938977176630531
20080319,-0.0044862635921800054
20080320,-0.0034813796703147474
20080321,-0.0042462157227278075
20080322,-0.00495084044835912
20080323,-0.005225818950859098
20080324,-0.004970477657632425
20080325,-0.005213932641161824
20080326,-0.002611091424444669
20080327,-0.003867751070441745
20080328,-0.0036369388273981506
20080329,-0.003931843566472816
20080330,-0.004895060962648267
20080331,-0.0049648633194802625
20080401,-0.004972126426627483
20080402,-0.004466350802056726
20080403,-0.003063577214478708
20080404,-0.004664328933357841
20080405,-0.005222654617337258
20080406,-0.004439423486606112
20080407,-0.005026992759928576
20080408,-0.004745241888525455
20080409,-0.005367180896460457
20080410,-0.005093242495475076
20080411,-0.004969378395550935
20080412,-0.004897165290644737
20080413,-0.0030432074346752685
20080414,-0.003412242648277232
20080415,-0.004431404456992114
20080416,-0.004675461984330076
20080417,-0.004873144193998972
20080418,-0.004510567862060241
20080419,-0.004817929199423798
20080420,-0.0049650906836267595
20080421,-0.00474179781374544
20080422,-0.004943286418766242
20080423,-0.004604706451987594
20080424,-0.0023398018571547585
20080425,-0.0035707664550794697
20080426,-0.002584922252673346
20080427,-0.0037627334730093733
20080428,-0.002998410856287924
20080429,-0.004070942128279288
20080430,-0.004632182272823104
20080501,-0.004331997438735889
