system:index,Evap_tavg
A20030803_0900,6.501095985764405E-5
A20030803_1200,9.884077391506354E-6
A20030803_1500,5.314759065735438E-6
A20030803_1800,-6.969391880574254E-7
A20030803_2100,-2.15339398159859E-6
A20030804_0000,4.8507564704715824E-5
A20030804_0300,1.7976368301597805E-4
A20030804_0600,1.2236695293560505E-4
A20030804_0900,5.140054510900073E-5
A20030804_1200,3.8713556901874584E-6
A20030804_1500,8.928848556369091E-7
A20030804_1800,2.3013253616511514E-6
A20030804_2100,-1.0023057261127648E-6
A20030805_0000,5.929780142288022E-5
A20030805_0300,2.0671760012252544E-4
A20030805_0600,2.2549139324953938E-4
A20030805_0900,1.0555039434388787E-4
A20030805_1200,3.7120325848521522E-6
A20030805_1500,1.7085406622459597E-6
A20030805_1800,-3.1691467241780865E-6
A20030805_2100,-4.705908850556933E-7
A20030806_0000,3.980881141613501E-5
A20030806_0300,1.1703835043225788E-4
A20030806_0600,1.1433237860905588E-4
A20030806_0900,5.476107464508777E-5
A20030806_1200,5.579210251246131E-6
A20030806_1500,-5.163066835910742E-7
A20030806_1800,-1.6365237076857808E-6
A20030806_2100,-1.5499992767131788E-6
A20030807_0000,4.846567150949183E-5
A20030807_0300,1.5670514979510016E-4
A20030807_0600,1.150552459159599E-4
A20030807_0900,5.377110929817027E-5
A20030807_1200,5.422616064139851E-6
A20030807_1500,3.110783629202358E-6
A20030807_1800,1.5294251813634077E-6
A20030807_2100,-2.9495780144993094E-7
A20030808_0000,2.7084755590546772E-5
A20030808_0300,1.1257058119250886E-4
A20030808_0600,1.2978344603250337E-4
A20030808_0900,6.859202809451047E-5
A20030808_1200,5.9926424710715925E-6
A20030808_1500,1.215289472581045E-7
A20030808_1800,-8.892637832928328E-7
A20030808_2100,-4.455854504798418E-6
A20030809_0000,4.9808585174508975E-5
A20030809_0300,1.4858877592512714E-4
A20030809_0600,1.1089842290809551E-4
A20030809_0900,4.822464831422876E-5
A20030809_1200,2.779839060913256E-6
A20030809_1500,8.885707467065485E-7
A20030809_1800,-2.3534419231033087E-6
A20030809_2100,-5.493369527985351E-6
A20030810_0000,4.086506996430234E-5
A20030810_0300,9.544491887583294E-5
A20030810_0600,1.0491071599889675E-4
A20030810_0900,4.219873499989019E-5
A20030810_1200,4.082459749060972E-6
A20030810_1500,-7.716666714499422E-7
A20030810_1800,-8.380038322045323E-7
A20030810_2100,-2.077231099461965E-6
A20030811_0000,3.254181858138762E-5
A20030811_0300,1.224840371839712E-4
A20030811_0600,1.1733990884247872E-4
A20030811_0900,6.337069905067378E-5
A20030811_1200,2.4142787057092953E-6
A20030811_1500,-1.4060641819696027E-7
A20030811_1800,-7.977787903104598E-8
A20030811_2100,4.941279883457834E-7
A20030812_0000,1.1115237124859105E-5
A20030812_0300,4.829151454213157E-5
A20030812_0600,1.5739440462918505E-4
A20030812_0900,9.952299379686633E-5
A20030812_1200,3.0361128257827316E-6
A20030812_1500,5.859862003397998E-6
A20030812_1800,5.9798806740039956E-6
A20030812_2100,6.05607448758431E-6
A20030813_0000,7.844861312061761E-6
A20030813_0300,1.221665886346601E-4
A20030813_0600,1.5873158323037516E-4
A20030813_0900,3.2690869073159866E-5
A20030813_1200,8.313418711262895E-6
A20030813_1500,8.07176769853166E-6
A20030813_1800,6.896236172836214E-6
A20030813_2100,5.6975238270574596E-6
A20030814_0000,1.490828799121638E-5
A20030814_0300,1.1701863152495514E-4
A20030814_0600,1.5083407275824553E-4
A20030814_0900,2.570050287110636E-5
A20030814_1200,6.984061717544477E-6
A20030814_1500,7.199739605351577E-6
A20030814_1800,6.6870533763688745E-6
A20030814_2100,5.359939670970732E-6
A20030815_0000,7.897974746652747E-6
A20030815_0300,3.0095165544169646E-5
A20030815_0600,5.689468593169189E-5
A20030815_0900,2.7912216743587555E-5
A20030815_1200,4.552571650565304E-7
A20030815_1500,5.181224904862024E-6
A20030815_1800,5.2522468534442475E-6
A20030815_2100,4.872551330467379E-6
A20030816_0000,1.5534020093193105E-5
A20030816_0300,1.3071761181935454E-4
A20030816_0600,2.4027559033555057E-4
A20030816_0900,9.176701800272162E-5
A20030816_1200,4.920335459709791E-6
A20030816_1500,3.2508636868378734E-6
A20030816_1800,-2.4067413052359484E-7
A20030816_2100,-9.05931998121327E-7
A20030817_0000,4.3429821762659134E-5
A20030817_0300,2.2195403167325683E-4
A20030817_0600,2.4052374315584632E-4
A20030817_0900,3.947913600646226E-5
A20030817_1200,9.023486194413205E-6
A20030817_1500,9.545307242701954E-6
A20030817_1800,8.563026615946127E-6
A20030817_2100,6.35396384107586E-6
A20030818_0000,3.6102825397089294E-5
A20030818_0300,1.6488464681283684E-4
A20030818_0600,1.8351134605332228E-4
A20030818_0900,8.266337850365093E-5
A20030818_1200,6.908291435930562E-6
A20030818_1500,8.057804923714918E-6
A20030818_1800,9.358454029242524E-6
A20030818_2100,9.596097085529419E-6
A20030819_0000,2.335132800312318E-5
A20030819_0300,1.5229285242234817E-4
A20030819_0600,1.8831828161526595E-4
A20030819_0900,6.325095041012265E-5
A20030819_1200,7.606025919566403E-6
A20030819_1500,4.210825499058925E-6
A20030819_1800,4.762846087567596E-6
A20030819_2100,6.828880637638261E-7
A20030820_0000,4.75080752100037E-5
A20030820_0300,2.0673232918021287E-4
A20030820_0600,2.3111345316973293E-4
A20030820_0900,1.1739613236320994E-4
A20030820_1200,3.4267791063923763E-6
A20030820_1500,7.294499960028143E-6
A20030820_1800,2.8174254175592096E-6
A20030820_2100,1.1648455255586669E-7
A20030821_0000,4.3140697203009197E-5
A20030821_0300,2.0083661673780528E-4
A20030821_0600,2.2843098825994497E-4
A20030821_0900,6.595579591156147E-5
A20030821_1200,7.699847947858863E-6
A20030821_1500,6.664782661496547E-6
A20030821_1800,-4.5338799510641964E-8
A20030821_2100,-2.69496905417095E-7
A20030822_0000,4.189328010884145E-5
A20030822_0300,1.4479059588928093E-4
A20030822_0600,7.951691470982092E-5
A20030822_0900,3.870522609126519E-5
A20030822_1200,2.7330421528001128E-6
A20030822_1500,3.286109857989909E-6
A20030822_1800,5.448128416936786E-6
A20030822_2100,6.4278366811024775E-6
A20030823_0000,3.054414584514434E-5
A20030823_0300,1.5206104301883266E-4
A20030823_0600,1.663657043402936E-4
A20030823_0900,5.740159543932099E-5
A20030823_1200,5.415294579396295E-6
A20030823_1500,5.3725692862831375E-6
A20030823_1800,4.360249930067595E-6
A20030823_2100,3.3160859410010305E-6
A20030824_0000,4.7835588931652827E-5
A20030824_0300,1.9432595785837833E-4
A20030824_0600,2.0485509052354912E-4
A20030824_0900,5.8457143893084344E-5
A20030824_1200,3.936004679639158E-6
A20030824_1500,1.5104023158904188E-6
A20030824_1800,4.897580008400729E-6
A20030824_2100,-1.4609428370466344E-7
A20030825_0000,4.6517106499197694E-5
A20030825_0300,1.1230914579954922E-4
A20030825_0600,1.1448914234670691E-4
A20030825_0900,5.811894029858769E-5
A20030825_1200,4.9652580509133495E-6
A20030825_1500,2.817204790315267E-6
A20030825_1800,2.308204944613901E-6
A20030825_2100,2.743323691912133E-7
A20030826_0000,2.75265945992483E-5
A20030826_0300,9.841582085569425E-5
A20030826_0600,1.207858932497584E-4
A20030826_0900,5.9808415845262183E-5
A20030826_1200,4.521987513055075E-6
A20030826_1500,2.553094660452155E-6
A20030826_1800,-1.8591483104204976E-7
A20030826_2100,4.085295075716751E-6
A20030827_0000,3.7881331337271996E-5
A20030827_0300,1.676191120085166E-4
A20030827_0600,1.6779113348290516E-4
A20030827_0900,4.646265816683633E-5
A20030827_1200,1.076152813007015E-5
A20030827_1500,1.0374423048912463E-5
A20030827_1800,9.955354567834413E-6
A20030827_2100,1.1197043210340921E-5
A20030828_0000,2.454610748024969E-5
A20030828_0300,1.1609688310377643E-4
A20030828_0600,1.4048672167225087E-4
A20030828_0900,7.06119268027645E-5
A20030828_1200,1.232172437910141E-5
A20030828_1500,8.229677890545249E-6
A20030828_1800,7.638184744885118E-6
A20030828_2100,8.589537872159025E-6
A20030829_0000,4.344731808114047E-5
A20030829_0300,1.5050298356913386E-4
A20030829_0600,1.27731273995284E-4
A20030829_0900,5.421983067538895E-5
A20030829_1200,5.135698942053852E-6
A20030829_1500,1.288806847935001E-6
A20030829_1800,1.0632482304322111E-6
A20030829_2100,1.8211990680245422E-6
A20030830_0000,4.7121055923028935E-5
A20030830_0300,1.7485444198927122E-4
A20030830_0600,1.3338471934606013E-4
A20030830_0900,6.087132304115768E-5
A20030830_1200,5.703364040030795E-6
A20030830_1500,2.405213198709547E-6
A20030830_1800,2.814311672567494E-6
A20030830_2100,4.807656744762531E-6
A20030831_0000,4.049767183567932E-5
A20030831_0300,1.309099053642405E-4
A20030831_0600,1.1228081455381053E-4
A20030831_0900,4.6652556495095536E-5
A20030831_1200,5.66702064169372E-6
A20030831_1500,6.361504417530309E-6
A20030831_1800,5.032518039066776E-6
A20030831_2100,1.8713263249693993E-6
A20030901_0000,4.42083000835586E-5
A20030901_0300,1.035143080487103E-4
A20030901_0600,1.291317447971299E-4
A20030901_0900,7.363128383919107E-5
A20030901_1200,1.4806611734662544E-5
A20030901_1500,8.115485177202341E-6
A20030901_1800,2.169495633399284E-6
A20030901_2100,6.795175337472791E-7
A20030902_0000,3.756618128271693E-5
A20030902_0300,1.2808251390530992E-4
A20030902_0600,1.41047257185141E-4
A20030902_0900,5.733859588433876E-5
A20030902_1200,4.2518147125249365E-6
A20030902_1500,9.779378165157812E-7
A20030902_1800,1.3375889346517313E-6
A20030902_2100,-3.35900080658433E-7
A20030903_0000,2.8881055571828806E-5
A20030903_0300,1.5081929763381926E-4
A20030903_0600,1.4096756111038454E-4
A20030903_0900,6.0638688549066475E-5
A20030903_1200,7.288795436212437E-6
A20030903_1500,6.728524790506817E-6
A20030903_1800,7.4117985996868374E-6
A20030903_2100,6.267274581930364E-6
A20030904_0000,1.1915799187195243E-5
A20030904_0300,7.004797661701244E-5
A20030904_0600,7.583425798080337E-5
A20030904_0900,2.641754345590075E-5
A20030904_1200,1.955312514844961E-6
A20030904_1500,2.475155326171961E-6
A20030904_1800,2.5177897674106446E-6
A20030904_2100,1.1390444981989112E-6
A20030905_0000,2.4296575995036883E-5
A20030905_0300,1.5315991272261308E-4
A20030905_0600,1.8976119880330177E-4
A20030905_0900,5.841344307489578E-5
A20030905_1200,2.9179084619851994E-6
A20030905_1500,3.7075136608249365E-6
A20030905_1800,3.8215733037250045E-6
A20030905_2100,3.1829672934137355E-6
A20030906_0000,2.2978181961728497E-5
A20030906_0300,1.0914597606373889E-4
A20030906_0600,1.4581386272880407E-4
A20030906_0900,5.435665159047977E-5
A20030906_1200,6.050591031371664E-6
A20030906_1500,4.28444520525435E-6
A20030906_1800,3.866938983930169E-6
A20030906_2100,4.994540268348715E-6
A20030907_0000,2.2703546012560143E-5
A20030907_0300,1.4196771371384622E-4
A20030907_0600,1.7249233223400146E-4
A20030907_0900,4.101706782217527E-5
A20030907_1200,3.2517677096678584E-6
A20030907_1500,2.462225634786473E-6
A20030907_1800,3.3898132509792782E-6
A20030907_2100,2.99570906376164E-6
A20030908_0000,2.808526113987239E-5
A20030908_0300,1.537415687312696E-4
A20030908_0600,1.864016946473259E-4
A20030908_0900,4.9503165687429593E-5
A20030908_1200,3.121714051538564E-6
A20030908_1500,3.549809200670982E-6
A20030908_1800,2.4662263440065726E-6
A20030908_2100,1.6770492444422136E-6
A20030909_0000,4.701611107655103E-5
A20030909_0300,1.836031934426955E-4
A20030909_0600,1.7562208475380936E-4
A20030909_0900,6.721736430807651E-5
A20030909_1200,3.1153225758370383E-6
A20030909_1500,2.964593674733076E-6
A20030909_1800,5.9953472165200666E-6
A20030909_2100,7.5857101564515084E-6
A20030910_0000,3.204106293926877E-5
A20030910_0300,1.6473601046714494E-4
A20030910_0600,1.6328401248455034E-4
A20030910_0900,3.860493409501272E-5
A20030910_1200,7.567204140402911E-6
A20030910_1500,6.502561841604015E-6
A20030910_1800,6.04914017147277E-6
A20030910_2100,2.6885403699099704E-6
A20030911_0000,3.762926081587723E-5
A20030911_0300,1.3498957988733413E-4
A20030911_0600,1.4315755199023156E-4
A20030911_0900,5.8266098408644685E-5
A20030911_1200,8.453166677472788E-6
A20030911_1500,5.8733893057505695E-6
A20030911_1800,4.202603766848782E-6
A20030911_2100,5.333786524644202E-6
A20030912_0000,4.293610167051036E-5
A20030912_0300,1.7426223985776723E-4
A20030912_0600,1.505856653170524E-4
A20030912_0900,4.523977029283269E-5
A20030912_1200,4.965701032323435E-6
A20030912_1500,4.425311215146625E-6
A20030912_1800,3.6160737352160604E-6
A20030912_2100,2.8064884279684405E-6
A20030913_0000,1.0386547932649326E-5
A20030913_0300,2.6454517944584233E-5
A20030913_0600,3.3106262568346065E-5
A20030913_0900,1.0249161295273881E-5
A20030913_1200,5.167483435761514E-6
A20030913_1500,4.5891827537650915E-6
A20030913_1800,4.667803866318804E-6
A20030913_2100,2.9438575318150753E-6
A20030914_0000,5.34706078621852E-5
A20030914_0300,1.7856690780581371E-4
A20030914_0600,1.357045983490503E-4
A20030914_0900,3.360710673069718E-5
A20030914_1200,5.131928257782242E-6
A20030914_1500,4.063782263083598E-6
A20030914_1800,3.4290056132493403E-6
A20030914_2100,5.317145486097528E-6
A20030915_0000,1.2074175269828981E-5
A20030915_0300,9.441785712237273E-5
A20030915_0600,1.5204657972529248E-4
A20030915_0900,6.636424460100405E-5
A20030915_1200,2.4437141098014057E-6
A20030915_1500,7.024971055217341E-7
A20030915_1800,2.0550049593508856E-6
A20030915_2100,6.24017458867223E-6
A20030916_0000,2.2185735622291914E-5
A20030916_0300,1.2038473254337026E-4
A20030916_0600,1.869936732542266E-4
A20030916_0900,6.024046163500262E-5
A20030916_1200,8.987239634722336E-6
A20030916_1500,7.3724553039312665E-6
A20030916_1800,6.144483637112003E-6
A20030916_2100,5.709214686988786E-6
A20030917_0000,3.342603259390394E-5
A20030917_0300,1.3433599586006183E-4
A20030917_0600,1.3355457932657944E-4
A20030917_0900,7.10164248590893E-5
A20030917_1200,1.0687254040738469E-5
A20030917_1500,9.22817434233814E-6
A20030917_1800,4.410394237214877E-6
A20030917_2100,8.59413613051125E-6
A20030918_0000,2.6148798113363594E-5
A20030918_0300,1.293134442734421E-4
A20030918_0600,1.1767507183259676E-4
A20030918_0900,4.871964898210524E-5
A20030918_1200,8.431283661817847E-6
A20030918_1500,6.376786408475358E-6
A20030918_1800,4.5190722082828764E-6
A20030918_2100,3.6934725432911916E-6
A20030919_0000,5.492987359043521E-5
A20030919_0300,1.370825681170609E-4
A20030919_0600,1.558748314202295E-4
A20030919_0900,5.9609513790182984E-5
A20030919_1200,1.0137237880992673E-5
A20030919_1500,4.332783361459185E-6
A20030919_1800,-6.681353134057143E-7
A20030919_2100,-4.9639028101400764E-8
A20030920_0000,3.9746954242945283E-5
A20030920_0300,1.2866119965079345E-4
A20030920_0600,1.2878246505177026E-4
A20030920_0900,5.6206635914083256E-5
A20030920_1200,8.006816459077576E-6
A20030920_1500,4.158736619406575E-6
A20030920_1800,1.729120477052925E-7
A20030920_2100,-3.449931075895885E-7
A20030921_0000,3.420039680069495E-5
A20030921_0300,1.2429827979328778E-4
A20030921_0600,1.1003074386461518E-4
A20030921_0900,5.546125408330606E-5
A20030921_1200,8.916908342672E-6
A20030921_1500,4.950745192436801E-6
A20030921_1800,-5.502453630639139E-7
A20030921_2100,2.830370948450072E-6
A20030922_0000,2.716746789895438E-5
A20030922_0300,1.5239364522214334E-4
A20030922_0600,1.6531827588001652E-4
A20030922_0900,6.263287524580847E-5
A20030922_1200,8.697579464878919E-6
A20030922_1500,2.8647429988256587E-6
A20030922_1800,2.421100337612224E-6
A20030922_2100,9.457215756529808E-8
A20030923_0000,5.0089032804458756E-5
A20030923_0300,1.3186882433283172E-4
A20030923_0600,1.0968572028117135E-4
A20030923_0900,5.6035534355054774E-5
A20030923_1200,8.654697679937992E-6
A20030923_1500,6.274981364045364E-6
A20030923_1800,-2.499260038704355E-7
A20030923_2100,7.935760818698337E-7
A20030924_0000,3.905486092822734E-5
A20030924_0300,1.0705205865363092E-4
A20030924_0600,1.0359461511402835E-4
A20030924_0900,5.4972678902260264E-5
A20030924_1200,5.941696208821032E-6
A20030924_1500,2.770229227523756E-6
A20030924_1800,-3.405062165655216E-8
A20030924_2100,3.674030645179183E-7
A20030925_0000,4.490503231687096E-5
A20030925_0300,1.4383021278451409E-4
A20030925_0600,1.0222439693308032E-4
A20030925_0900,4.736021996249387E-5
A20030925_1200,3.5535985132766555E-6
A20030925_1500,2.8281439513041136E-6
A20030925_1800,-3.545760984713664E-6
A20030925_2100,-1.8911605042232896E-6
A20030926_0000,2.4289750498076246E-5
A20030926_0300,8.901659730657854E-5
A20030926_0600,1.1593932436581351E-4
A20030926_0900,6.293858333349055E-5
A20030926_1200,2.076125937157613E-6
A20030926_1500,1.0424467622387589E-6
A20030926_1800,1.8298697348565315E-6
A20030926_2100,2.6785467062642977E-6
A20030927_0000,3.487484312620049E-5
A20030927_0300,1.1672920706045159E-4
A20030927_0600,1.2330306198117544E-4
A20030927_0900,5.316516831686458E-5
A20030927_1200,7.184079538653708E-6
A20030927_1500,3.1342868009246916E-7
A20030927_1800,6.379789374481168E-7
A20030927_2100,-1.256350528445309E-6
A20030928_0000,3.321471622671435E-5
A20030928_0300,1.1644578214010556E-4
A20030928_0600,1.5182282342128962E-4
A20030928_0900,6.69107566988136E-5
A20030928_1200,1.0095023603561445E-5
A20030928_1500,5.8090679529773725E-6
A20030928_1800,1.7236352377764585E-6
A20030928_2100,1.931221139261675E-6
A20030929_0000,2.4430817594458537E-5
A20030929_0300,9.430586557783305E-5
A20030929_0600,1.1901211267578642E-4
A20030929_0900,5.947425203020187E-5
A20030929_1200,8.529067424029727E-6
A20030929_1500,6.7386065126920616E-6
A20030929_1800,-1.5603007219161691E-6
A20030929_2100,-2.0782667927798716E-6
A20030930_0000,3.1819036845311214E-5
A20030930_0300,1.0002915985116978E-4
A20030930_0600,1.1424325546134145E-4
A20030930_0900,6.388465208807208E-5
A20030930_1200,6.9416051732512585E-6
A20030930_1500,4.768514794103379E-6
A20030930_1800,3.3008075932749555E-7
A20030930_2100,-2.1209099474971292E-6
A20031001_0000,2.3861730519776995E-5
A20031001_0300,9.787941989768952E-5
A20031001_0600,1.1448904066137266E-4
A20031001_0900,5.9414512568971415E-5
A20031001_1200,7.258772153551956E-6
A20031001_1500,4.888175107832126E-7
A20031001_1800,1.5084773682950765E-6
A20031001_2100,-1.7519276510931534E-6
A20031002_0000,4.546523965448673E-5
A20031002_0300,1.1742551977380423E-4
A20031002_0600,1.119280775260077E-4
A20031002_0900,5.665930260472256E-5
A20031002_1200,5.003687935542836E-6
A20031002_1500,7.807889478200134E-7
A20031002_1800,1.10838554524663E-6
A20031002_2100,2.7847604328695606E-7
A20031003_0000,2.4591269223444145E-5
A20031003_0300,9.232161975103383E-5
A20031003_0600,1.070882722141962E-4
A20031003_0900,5.547190175120951E-5
A20031003_1200,4.9986605200180046E-6
A20031003_1500,1.60725107376453E-7
A20031003_1800,4.973254918365327E-6
A20031003_2100,-1.5118963706158716E-6
A20031004_0000,2.4301045209274096E-5
A20031004_0300,1.0778011677218513E-4
A20031004_0600,1.2321642156187828E-4
A20031004_0900,5.6260885061112276E-5
A20031004_1200,4.185729944867116E-6
A20031004_1500,3.1590275248725134E-6
A20031004_1800,2.6390133866478753E-6
A20031004_2100,3.13091124776289E-6
A20031005_0000,5.349203120921308E-5
A20031005_0300,1.5737440892798953E-4
A20031005_0600,1.141295154584956E-4
A20031005_0900,4.7490844408795336E-5
A20031005_1200,6.725605063865449E-6
A20031005_1500,6.415237504660759E-6
A20031005_1800,1.7341388213911267E-6
A20031005_2100,4.702596026200679E-6
A20031006_0000,2.9332926805847003E-5
A20031006_0300,1.2011429039643714E-4
A20031006_0600,1.539963335996895E-4
A20031006_0900,5.063909357042468E-5
A20031006_1200,3.27682424789665E-6
A20031006_1500,3.5411707482578083E-6
A20031006_1800,3.687501145619422E-6
A20031006_2100,2.85795312586753E-6
A20031007_0000,4.4351448614331016E-5
A20031007_0300,1.616298195694235E-4
A20031007_0600,1.450459713336926E-4
A20031007_0900,6.742907813151446E-5
A20031007_1200,5.576754057956679E-6
A20031007_1500,2.120720897087843E-6
A20031007_1800,1.7117807033310334E-6
A20031007_2100,-4.41744303114862E-6
A20031008_0000,3.541924015515743E-5
A20031008_0300,1.1037360498915942E-4
A20031008_0600,1.1046099612520176E-4
A20031008_0900,5.6259064789667546E-5
A20031008_1200,7.113201265935741E-6
A20031008_1500,-1.567745513206987E-6
A20031008_1800,1.0732846648814807E-7
A20031008_2100,-2.7358837037666565E-6
A20031009_0000,2.9095621027063828E-5
A20031009_0300,1.1886340722314816E-4
A20031009_0600,9.90487842118547E-5
A20031009_0900,5.036066055567905E-5
A20031009_1200,4.998682784821852E-6
A20031009_1500,-5.074188945898156E-6
A20031009_1800,-3.2286959666316084E-6
A20031009_2100,-3.6452481352405324E-6
A20031010_0000,4.114141537976598E-5
A20031010_0300,1.4097421014398634E-4
A20031010_0600,1.2729187982462009E-4
A20031010_0900,5.571061375548679E-5
A20031010_1200,5.339304516163026E-6
A20031010_1500,9.358250955618E-7
A20031010_1800,2.0873207640413943E-6
A20031010_2100,2.7797274133222385E-6
A20031011_0000,2.5846920682271052E-5
A20031011_0300,1.1467416691034784E-4
A20031011_0600,1.3181672690181496E-4
A20031011_0900,5.487441708369077E-5
A20031011_1200,2.012312573038261E-6
A20031011_1500,3.0214401307276357E-6
A20031011_1800,8.800069980174227E-7
A20031011_2100,2.2560379331904888E-6
A20031012_0000,3.124640495940731E-5
A20031012_0300,1.0824880761638399E-4
A20031012_0600,1.1488263600947721E-4
A20031012_0900,5.4522787177938675E-5
A20031012_1200,4.991160271645986E-6
A20031012_1500,5.371242948999236E-6
A20031012_1800,2.547219848675767E-6
A20031012_2100,2.420898584575212E-6
A20031013_0000,2.128828261792711E-5
A20031013_0300,1.6027481277819806E-4
A20031013_0600,1.622331803067741E-4
A20031013_0900,3.7534016076259E-5
A20031013_1200,3.711647860350399E-6
A20031013_1500,1.9497357707678562E-6
A20031013_1800,6.69492398772389E-7
A20031013_2100,3.4262548706978684E-6
A20031014_0000,3.6414369838917684E-5
A20031014_0300,1.3116754153569995E-4
A20031014_0600,1.550017335594111E-4
A20031014_0900,6.472084966198835E-5
A20031014_1200,4.798519877783367E-6
A20031014_1500,5.362682211785154E-6
A20031014_1800,1.7513775921766687E-6
A20031014_2100,1.9068178169401582E-6
A20031015_0000,4.1176315190522946E-5
A20031015_0300,1.7255236029933347E-4
A20031015_0600,9.950416576443378E-5
A20031015_0900,4.973775582718107E-5
A20031015_1200,1.1021795571318463E-5
A20031015_1500,9.596577799035057E-6
A20031015_1800,3.7546995634953203E-6
A20031015_2100,6.464054625515376E-6
A20031016_0000,3.489459709150175E-5
A20031016_0300,1.1743476553020935E-4
A20031016_0600,1.3445755885174991E-4
A20031016_0900,4.671265374227838E-5
A20031016_1200,6.921896743188671E-6
A20031016_1500,1.7795564760684472E-6
A20031016_1800,1.934588635780535E-6
A20031016_2100,5.624529413289438E-8
A20031017_0000,2.8769144801503424E-5
A20031017_0300,9.05127265516094E-5
A20031017_0600,1.0367411693705158E-4
A20031017_0900,5.0633134390951575E-5
A20031017_1200,7.4461787793637974E-6
A20031017_1500,1.4356380077999466E-6
A20031017_1800,4.793510922209483E-6
A20031017_2100,3.5504240966509114E-6
A20031018_0000,3.609133476382344E-5
A20031018_0300,1.3625088261463273E-4
A20031018_0600,1.0818200259827748E-4
A20031018_0900,3.934877588665174E-5
A20031018_1200,6.661174414654384E-6
A20031018_1500,6.197764127563605E-6
A20031018_1800,-8.372292979997929E-7
A20031018_2100,1.728608520781086E-6
A20031019_0000,1.5537367605917153E-5
A20031019_0300,1.103514968144267E-4
A20031019_0600,1.071481112756744E-4
A20031019_0900,3.9385488234445145E-5
A20031019_1200,7.394522521123713E-6
A20031019_1500,5.741017213863956E-6
A20031019_1800,1.52098869891834E-6
A20031019_2100,7.761503581073814E-6
A20031020_0000,2.8771956569056386E-5
A20031020_0300,1.1850002968902868E-4
A20031020_0600,1.3641433600994435E-4
A20031020_0900,5.835691308247068E-5
A20031020_1200,6.931266151308715E-6
A20031020_1500,2.9895877569403033E-6
A20031020_1800,3.452299428751276E-6
A20031020_2100,4.607313760455308E-6
A20031021_0000,2.8312981997973852E-5
A20031021_0300,8.75042392000101E-5
A20031021_0600,8.800752422665792E-5
A20031021_0900,5.011865431627002E-5
A20031021_1200,4.246278489373824E-6
A20031021_1500,2.5383471152383303E-6
A20031021_1800,1.2777186772345633E-6
A20031021_2100,1.1408467693210775E-6
A20031022_0000,2.978735195146611E-5
A20031022_0300,1.2166201098423005E-4
A20031022_0600,1.2459861724969535E-4
A20031022_0900,6.556846697427196E-5
A20031022_1200,4.213656194818521E-6
A20031022_1500,1.7374711443976257E-6
A20031022_1800,4.630129364226368E-7
A20031022_2100,-8.354568665755145E-8
A20031023_0000,2.501434357080484E-5
A20031023_0300,1.0508866523603811E-4
A20031023_0600,1.2146366362707828E-4
A20031023_0900,6.474986235327166E-5
A20031023_1200,8.417561949282903E-6
A20031023_1500,6.1868310408788676E-6
A20031023_1800,1.649442745544782E-6
A20031023_2100,8.076382186661273E-7
A20031024_0000,3.558976621073058E-5
A20031024_0300,1.4384375102197787E-4
A20031024_0600,1.6456379380600956E-4
A20031024_0900,7.02223731515045E-5
A20031024_1200,7.347817890415421E-6
A20031024_1500,4.195417954363722E-6
A20031024_1800,8.91129454433932E-7
A20031024_2100,3.880490813639961E-6
A20031025_0000,2.4539907973475425E-5
A20031025_0300,9.320575844376648E-5
A20031025_0600,1.1169336212163874E-4
A20031025_0900,6.156402284489481E-5
A20031025_1200,3.4450304160689704E-6
A20031025_1500,2.5147647791947984E-7
A20031025_1800,-1.4830110328949088E-6
A20031025_2100,5.0359750616999394E-8
A20031026_0000,2.168545482226482E-5
A20031026_0300,9.488973770343852E-5
A20031026_0600,9.124547810819263E-5
A20031026_0900,4.230198007767226E-5
A20031026_1200,2.5980543095912628E-6
A20031026_1500,6.560465256994766E-7
A20031026_1800,1.3805592663786195E-6
A20031026_2100,-2.36741624164299E-6
A20031027_0000,3.659169779012387E-5
A20031027_0300,1.1973586907706053E-4
A20031027_0600,8.929078203788339E-5
A20031027_0900,4.0548403607282624E-5
A20031027_1200,3.5568445284743776E-6
A20031027_1500,2.233882053414637E-6
A20031027_1800,1.3966935110819432E-6
A20031027_2100,3.7594805071798345E-7
A20031028_0000,3.2967873324331246E-5
A20031028_0300,1.3489148434632937E-4
A20031028_0600,9.896049111797357E-5
A20031028_0900,4.399799272561086E-5
A20031028_1200,6.195430638482217E-6
A20031028_1500,4.808967360975994E-6
A20031028_1800,4.497726771735211E-6
A20031028_2100,3.841484079811174E-6
A20031029_0000,3.648396937152887E-5
A20031029_0300,1.1091635249595924E-4
A20031029_0600,1.2218096648611399E-4
A20031029_0900,4.846091560728852E-5
A20031029_1200,2.6158973293812226E-6
A20031029_1500,2.3263042097819164E-6
A20031029_1800,2.442756264633439E-7
A20031029_2100,-1.7792782850363582E-6
A20031030_0000,2.8526887161112217E-5
A20031030_0300,9.672290583146774E-5
A20031030_0600,9.951362531621808E-5
A20031030_0900,4.920974827294274E-5
A20031030_1200,5.720360198544993E-6
A20031030_1500,6.772877603279077E-7
A20031030_1800,1.7711137791024228E-6
A20031030_2100,-1.625123594780663E-7
A20031031_0000,2.1807702360330228E-5
A20031031_0300,1.5224508507021714E-4
A20031031_0600,1.4502014224193244E-4
A20031031_0900,4.969183939680433E-5
A20031031_1200,7.736763334451902E-6
A20031031_1500,1.594305837048704E-6
A20031031_1800,-2.9530011729456512E-6
